Original Text,Language,Translated Text
"Jemand rief den Klempner an, um einen Kostenvoranschlag für seine Dienste zu bekommen.",Arabic,اتصل شخص بالسباك للحصول على تقدير لتكاليف خدماته.
"Jemand rief den Klempner an, um einen Kostenvoranschlag für seine Dienste zu bekommen.",Hebrew,מישהו התקשר לפלמפר כדי לקבל הצעת מחיר עבור שירותיו.
"Die Hausärztin tätigte einen Hausanruf bei dem Patienten, weil sie ein Pflichtgefühl verspürte.",Spanish,La médico de cabecera realizó una visita a domicilio al paciente porque sentía un sentido de obligación.
"Die Hausärztin tätigte einen Hausanruf bei dem Patienten, weil sie ein Pflichtgefühl verspürte.",Italian,La dottoressa di famiglia ha effettuato una visita a domicilio dal paziente perché sentiva un senso di dovere.
"Die Hausärztin tätigte einen Hausanruf bei dem Patienten, weil sie ein Pflichtgefühl verspürte.",French,La médecin généraliste a effectué une visite à domicile chez le patient parce qu'elle ressentait un devoir.
"Die Hausärztin tätigte einen Hausanruf bei dem Patienten, weil sie ein Pflichtgefühl verspürte.",Russian,"Врач общей практики посетила пациента на дому, потому что чувствовала себя обязанной."
"Die Hausärztin tätigte einen Hausanruf bei dem Patienten, weil sie ein Pflichtgefühl verspürte.",Ukrainian,"Лікарка здійснила візит до пацієнта, оскільки відчула обов'язок."
"Die Hausärztin tätigte einen Hausanruf bei dem Patienten, weil sie ein Pflichtgefühl verspürte.",Arabic,قامت الطبيبة العامة بزيارة منزلية للمريض لأنها شعرت بواجب.
"Die Hausärztin tätigte einen Hausanruf bei dem Patienten, weil sie ein Pflichtgefühl verspürte.",Hebrew,הרופאה המשפחתית ביצעה ביקור בית אצל המטופל כי היא חשה חובה.
"Der Hausarzt tätigte einen Hausanruf bei der Patientin, weil er ein Pflichtgefühl verspürte.",Spanish,El médico de cabecera realizó una visita a domicilio a la paciente porque sentía un sentido de obligación.
"Der Hausarzt tätigte einen Hausanruf bei der Patientin, weil er ein Pflichtgefühl verspürte.",Italian,Il medico di base ha effettuato una visita a domicilio per la paziente perché avvertiva un senso di dovere.
"Der Hausarzt tätigte einen Hausanruf bei der Patientin, weil er ein Pflichtgefühl verspürte.",French,Le médecin généraliste a effectué une visite à domicile chez la patiente parce qu'il ressentait un sentiment de devoir.
"Der Hausarzt tätigte einen Hausanruf bei der Patientin, weil er ein Pflichtgefühl verspürte.",Russian,"Врач общей практики сделал домашний визит к пациентке, потому что чувствовал себя обязанным."
"Der Hausarzt tätigte einen Hausanruf bei der Patientin, weil er ein Pflichtgefühl verspürte.",Ukrainian,"Сімейний лікар здійснив візит до пацієнтки, оскільки відчував обов'язок."
"Der Hausarzt tätigte einen Hausanruf bei der Patientin, weil er ein Pflichtgefühl verspürte.",Arabic,قام الطبيب العام بزيارة منزلية للمريضة لأنه شعر بواجب.
"Der Hausarzt tätigte einen Hausanruf bei der Patientin, weil er ein Pflichtgefühl verspürte.",Hebrew,הרופא המשפחתי ביצע ביקור בית אצל המטופלת כי הוא חש צורך חובה.
"Der Polizist nahm die Demonstrantin fest, obwohl sie nicht gewalttätig war.",Spanish,"El policía arrestó a la manifestante, aunque no era violenta."
"Der Polizist nahm die Demonstrantin fest, obwohl sie nicht gewalttätig war.",Italian,"La poliziotta ha arrestato la manifestante, anche se non era violenta."
"Der Polizist nahm die Demonstrantin fest, obwohl sie nicht gewalttätig war.",French,"Le policier a arrêté la manifestante, bien qu'elle ne fût pas violente."
"Der Polizist nahm die Demonstrantin fest, obwohl sie nicht gewalttätig war.",Russian,"Полицейский задержал демонстрантку, хотя она не была агрессивной."
"Der Polizist nahm die Demonstrantin fest, obwohl sie nicht gewalttätig war.",Ukrainian,"Поліцейський затримав демонстрантку, хоча вона не була агресивною."
"Der Polizist nahm die Demonstrantin fest, obwohl sie nicht gewalttätig war.",Arabic,ألقى الشرطي القبض على المتظاهرة رغم أنها لم تكن عنيفة.
"Der Polizist nahm die Demonstrantin fest, obwohl sie nicht gewalttätig war.",Hebrew,השוטר עצר את המפגינה למרות שהיא לא הייתה אלימה.
"Die Polizistin nahm den Demonstranten fest, obwohl er nicht gewalttätig war.",Spanish,"La policía detuvo al manifestante, aunque no era violento."
"Die Polizistin nahm den Demonstranten fest, obwohl er nicht gewalttätig war.",Italian,"La poliziotta ha arrestato il manifestante, anche se non era violento."
"Die Polizistin nahm den Demonstranten fest, obwohl er nicht gewalttätig war.",French,"La policière a arrêté le manifestant, bien qu'il ne fût pas violent."
"Die Polizistin nahm den Demonstranten fest, obwohl er nicht gewalttätig war.",Russian,"Полицейская арестовала демонстранта, хотя он не был агрессивным."
"Die Polizistin nahm den Demonstranten fest, obwohl er nicht gewalttätig war.",Ukrainian,"Поліцейська затримала демонстранта, хоча він не був агресивним."
"Die Polizistin nahm den Demonstranten fest, obwohl er nicht gewalttätig war.",Arabic,أوقفت الشرطية المتظاهر على الرغم من أنه لم يكن عنيفًا.
"Die Polizistin nahm den Demonstranten fest, obwohl er nicht gewalttätig war.",Hebrew,השוטרת עצרה את המפגין למרות שהוא לא היה אלים.
"Die Psychologin sagte dem Patienten er solle einen Fragebogen ausfüllen, damit sie eine vorläufige Beurteilung vornehmen könne.",Spanish,La psicóloga le dijo al paciente que debía completar un cuestionario para que ella pudiera hacer una evaluación preliminar.
"Die Psychologin sagte dem Patienten er solle einen Fragebogen ausfüllen, damit sie eine vorläufige Beurteilung vornehmen könne.",Italian,La psicologa ha detto al paziente di compilare un questionario affinché potesse fare una valutazione preliminare.
"Die Psychologin sagte dem Patienten er solle einen Fragebogen ausfüllen, damit sie eine vorläufige Beurteilung vornehmen könne.",French,La psychologue a dit au patient qu'il devait remplir un questionnaire afin qu'elle puisse faire une évaluation préliminaire.
"Die Psychologin sagte dem Patienten er solle einen Fragebogen ausfüllen, damit sie eine vorläufige Beurteilung vornehmen könne.",Russian,"Психолог сказала пациенту, чтобы он заполнил анкету, чтобы она могла провести предварительную оценку."
"Die Psychologin sagte dem Patienten er solle einen Fragebogen ausfüllen, damit sie eine vorläufige Beurteilung vornehmen könne.",Ukrainian,"Психолог сказала пацієнту, що він повинен заповнити анкету, щоб вона могла зробити попередню оцінку."
"Die Psychologin sagte dem Patienten er solle einen Fragebogen ausfüllen, damit sie eine vorläufige Beurteilung vornehmen könne.",Arabic,قالت الطبيبة النفسية للمريض إنه يجب عليه ملء استبيان حتى تتمكن من إجراء تقييم أولي.
"Die Psychologin sagte dem Patienten er solle einen Fragebogen ausfüllen, damit sie eine vorläufige Beurteilung vornehmen könne.",Hebrew,"הפסיכולוגית אמרה למטופל שהוא צריך למלא שאלון, כדי שהיא תוכל לבצע הערכה ראשונית."
"Der Psychologe sagte der Patientin sie solle einen Fragebogen auszufüllen, damit er eine vorläufige Beurteilung vornehmen könne.",Spanish,El psicólogo le dijo a la paciente que debía completar un cuestionario para que él pudiera hacer una evaluación preliminar.
"Der Psychologe sagte der Patientin sie solle einen Fragebogen auszufüllen, damit er eine vorläufige Beurteilung vornehmen könne.",Italian,Lo psicologo ha detto alla paziente di compilare un questionario affinché potesse fare una valutazione preliminare.
"Der Psychologe sagte der Patientin sie solle einen Fragebogen auszufüllen, damit er eine vorläufige Beurteilung vornehmen könne.",French,Le psychologue a dit à la patiente qu'elle devait remplir un questionnaire afin qu'il puisse faire une évaluation préliminaire.
"Der Psychologe sagte der Patientin sie solle einen Fragebogen auszufüllen, damit er eine vorläufige Beurteilung vornehmen könne.",Russian,"Психолог сказал пациентке, что ей следует заполнить анкету, чтобы он мог провести предварительную оценку."
"Der Psychologe sagte der Patientin sie solle einen Fragebogen auszufüllen, damit er eine vorläufige Beurteilung vornehmen könne.",Ukrainian,"Психолог сказав пацієнтці, що їй слід заповнити анкету, щоб він міг зробити попередню оцінку."
"Der Psychologe sagte der Patientin sie solle einen Fragebogen auszufüllen, damit er eine vorläufige Beurteilung vornehmen könne.",Arabic,قال الطبيب النفسي للمريضة إنه يجب عليها ملء استبيان حتى يتمكن من إجراء تقييم أولي.
"Der Psychologe sagte der Patientin sie solle einen Fragebogen auszufüllen, damit er eine vorläufige Beurteilung vornehmen könne.",Hebrew,"הפסיכולוג אמר למטופלת שהיא צריכה למלא שאלון, כדי שהוא יוכל לבצע הערכה ראשונית."
"Der Planer sprach mit der Anwohnerin, die sagte, dass ihre gesamte Gemeinde keinen Flughafen in der Nähe wolle.",Spanish,"El planificador habló con la residente, quien dijo que toda su comunidad no quería un aeropuerto cerca."
"Der Planer sprach mit der Anwohnerin, die sagte, dass ihre gesamte Gemeinde keinen Flughafen in der Nähe wolle.",Italian,"Il pianificatore ha parlato con la residente, che ha detto che tutta la sua comunità non voleva un aeroporto nelle vicinanze."
"Der Planer sprach mit der Anwohnerin, die sagte, dass ihre gesamte Gemeinde keinen Flughafen in der Nähe wolle.",French,"Le planificateur a parlé avec la résidente, qui a dit que toute sa communauté ne voulait pas d'aéroport à proximité."
"Der Planer sprach mit der Anwohnerin, die sagte, dass ihre gesamte Gemeinde keinen Flughafen in der Nähe wolle.",Russian,"Планировщик поговорил с жительницей, которая сказала, что вся ее община не хочет аэропорта поблизости."
